tx,ty,tz,rx,ry,rz
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
0.388865,0.388865,0.388865,0.405056,0.702147,0.590919
