tx,ty,tz,rx,ry,rz
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
0.676046,0.676046,0.676046,14.0556,13.015,14.1909
